frame_idx,cluster,target,x_c,y_c,z_c,pts,pts_dyn,z_q1,z_q3,z_std,l_r,s_r,angle
3427349,0,65,-0.05547652740147629,0.8120952410705575,0.59527720728713,108,77,0.23468596114599716,1.1660402039422555,0.44663784478963725,0.12642953842778862,0.09096430260234821,-2.0311770793953414
3427350,0,65,-0.027546394876768215,0.8405718439816867,0.8626528851465802,63,28,0.28475167596964435,1.30866311385457,0.5557693704647996,0.13938251675146998,0.0793169540860461,-2.1690293693527076
3427351,0,65,0.018339799116198947,0.895524753134059,1.202833924032338,82,14,1.2788106921884386,1.405948400275568,0.4033452765355752,0.13903747322650178,0.0921684960304542,0.4014129923708676
3427352,0,65,0.12520273304330237,0.9745774213771706,1.1910376512592757,157,49,1.0068253662965572,1.4513182883515552,0.4044676964754965,0.16452687424422585,0.09211677156906295,0.5124544104081338
3427353,0,65,0.22483343488799643,0.9853427357781802,1.0752591878119442,168,60,0.9308626650599555,1.4261794271163701,0.3500888820196944,0.1503019513525078,0.08482395298197559,-1.472292734858181
3427354,0,65,0.27889629996390186,1.0346113788855724,0.9826558631699077,143,50,0.8395924520255541,1.224641536336689,0.4179276362974698,0.21288801016096826,0.07534170151665973,0.19169090282801646
3427355,0,65,0.21412410317895225,1.1049557672827284,0.45585816302775944,162,62,0.049882541568518235,0.9753879163664065,0.4871393376409729,0.16225994779856268,0.09834326755795554,0.15669811910584222
3427356,0,65,0.32628112214697147,1.084872521844435,0.8626475697875341,171,71,0.2496720341473868,1.2711303492966053,0.5073754425782028,0.2117867140688946,0.08637188721599022,0.014858207001081076
3427357,0,65,0.3669436909783424,1.098717933586838,0.9252665731634314,181,61,0.23055090629507902,1.4244059059591048,0.566864083859273,0.282187962740503,0.11790037619011622,0.261578469570839
3427358,0,65,0.4745150488184288,1.132472551243564,0.6892597296538178,194,72,0.012800553035657636,1.1831858131274067,0.5957671748210814,0.275712878801208,0.09768025432210109,0.33632041932548123
3427359,0,65,0.5500450703216103,1.0726150231938967,0.8528182186085785,182,64,0.21265654445423327,1.3419410560501417,0.5501701894090664,0.24260858760414214,0.08592052617537313,0.10260433826765498
3427360,0,65,0.6985469135665371,1.1311861518151018,0.7751700506017694,273,150,0.16701893225330666,1.3243845975420394,0.5952844275081302,0.16628793774442976,0.08952761557361788,0.3614280525077725
3427361,0,65,0.7994778863709173,1.192216465896091,0.8573156513379202,234,139,0.2660023362002016,1.317331344555,0.5365048678188097,0.17640129537553767,0.09778283032629766,0.25988545838431093
3427362,0,65,0.8879234863067468,1.2514732536452162,0.757620980274859,244,146,0.2050618038669363,1.291633777318106,0.5729095042456711,0.21008032941188964,0.11091111206776719,0.43818183350238993
3427363,0,65,0.9004137615537002,1.2192058563436305,0.7795867430875156,228,119,0.18045298226540463,1.2444457107804878,0.5715660577197161,0.21750720790995917,0.11243841700572878,0.24328583040823312
3427364,0,65,0.9531068715585693,1.2284342544385238,0.8738681813093189,209,94,0.5538274758567265,1.2257432430765198,0.479022013345655,0.2474769377933034,0.10812777969118406,0.18900288304850155
3427365,0,65,1.0272541567689502,1.2738052488950433,0.9238810614845328,227,104,0.3553995243578447,1.3125176948019361,0.49265476381894197,0.2415756483688627,0.10402609263273889,0.33439866676052754
3427366,0,65,1.1446996671982437,1.2852211787253391,0.8518972939004603,249,115,0.5446956437372203,1.1949883136145663,0.5068860053864337,0.20601199050554764,0.13694587630318292,0.4465616427401646
3427367,0,65,1.2798392588027196,1.359191645957891,0.7488716336438116,238,110,0.3152527724369202,1.2018515366748295,0.516408687679142,0.21676441822886472,0.10413162866235016,0.5066165262149428
3427368,0,65,1.2974433197503974,1.2957118778265015,0.8420024328467075,211,83,0.8805043482168915,1.2101126876341013,0.5271614048106401,0.22140508306309922,0.13285619345318705,0.17999408185959415
3427369,0,65,1.3986038955359827,1.326643024018841,0.8684271613115401,186,57,0.8756574931185597,1.2610121829481342,0.521762582839008,0.216411266440949,0.11641362876663396,-0.09605968570095501
